"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"Venturi","CPU","763 707","253 704","6m 34.6s","50.74s","5m 29.2s","16 093","1.12 GB","-","✓","Jan 15, 11:59 AM"
"Venturi","CPU","194 325","64 334","39.40s","13.03s","22.59s","4358","244 MB","-","✓","Jan 15, 11:33 AM"
"Venturi","CPU","194 325","64 334","39.47s","12.83s","22.89s","4358","245 MB","-","✓","Jan 15, 11:33 AM"
"Venturi","CPU","194 325","64 334","39.40s","12.84s","22.80s","4358","208 MB","-","✓","Jan 15, 11:33 AM"
"Venturi","CPU","341","86","34ms","18ms","<0.01s","133","-","-","✓","Jan 15, 11:30 AM"
"Venturi","CPU","341","86","28ms","17ms","<0.01s","133","0 MB","-","✓","Jan 15, 11:30 AM"
"Venturi","CPU","341","86","36ms","19ms","<0.01s","133","0 MB","-","✓","Jan 15, 11:30 AM"
"Y-Shaped","CPU","1 357 953","338 544","8m 31.6s","1m 50.5s","6m 7.0s","9871","1.67 GB","-","✓","Jan 15, 11:30 AM"
"Y-Shaped","CPU","1 357 953","338 544","8m 34.5s","1m 50.4s","6m 10.3s","9871","1.67 GB","-","✓","Jan 15, 11:30 AM"
"Y-Shaped","CPU","1 357 953","338 544","8m 1.3s","1m 49.3s","5m 51.6s","9871","1.66 GB","-","✓","Jan 15, 11:30 AM"
"Y-Shaped","CPU","772 069","192 308","3m 43.1s","1m 2.7s","2m 21.0s","7508","966 MB","-","✓","Jan 15, 10:56 AM"
"Y-Shaped","CPU","772 069","192 308","3m 46.5s","1m 2.4s","2m 24.9s","7508","953 MB","-","✓","Jan 15, 10:56 AM"
"Y-Shaped","CPU","772 069","192 308","3m 44.8s","1m 2.6s","2m 22.9s","7508","948 MB","-","✓","Jan 15, 10:56 AM"
"Y-Shaped","CPU","195 853","48 607","30.14s","9.74s","16.25s","3741","227 MB","-","✓","Jan 15, 10:42 AM"
"Y-Shaped","CPU","195 853","48 607","29.09s","9.87s","16.34s","3741","208 MB","-","✓","Jan 15, 10:42 AM"
"Y-Shaped","CPU","195 853","48 607","28.95s","9.75s","16.32s","3741","206 MB","-","✓","Jan 15, 10:42 AM"
"Y-Shaped","CPU","201","52","24ms","12ms","<0.01s","115","0 MB","-","✓","Jan 15, 10:40 AM"
"Y-Shaped","CPU","201","52","21ms","12ms","<0.01s","115","0 MB","-","✓","Jan 15, 10:40 AM"
"Y-Shaped","CPU","201","52","23ms","12ms","<0.01s","115","0 MB","-","✓","Jan 15, 10:40 AM"
