"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"Backward-Facing Step","GPU","287","82","69ms","<0.01s","43ms","137","0 MB","-","✓","Jan 16, 06:25 PM"
"T-Junction","GPU","1 291 289","429 176","5.97s","<0.01s","5.13s","11 225","33 MB","2.44 GB","✓","Jan 16, 06:25 PM"
"T-Junction","GPU","1 291 289","429 176","5.98s","<0.01s","5.13s","11 231","33 MB","1.12 GB","✓","Jan 16, 06:25 PM"
"T-Junction","GPU","1 291 289","429 176","5.96s","<0.01s","5.12s","11 227","33 MB","1.93 GB","✓","Jan 16, 06:25 PM"
"T-Junction","GPU","768 898","255 333","3.87s","<0.01s","3.31s","8633","20 MB","636 MB","✓","Jan 16, 06:25 PM"
"T-Junction","GPU","768 898","255 333","3.86s","<0.01s","3.30s","8634","20 MB","636 MB","✓","Jan 16, 06:25 PM"
"T-Junction","GPU","768 898","255 333","3.88s","<0.01s","3.32s","8631","20 MB","636 MB","✓","Jan 16, 06:25 PM"
"T-Junction","GPU","196 420","64 987","1.70s","<0.01s","1.46s","4319","5 MB","173 MB","✓","Jan 16, 06:24 PM"
"T-Junction","GPU","196 420","64 987","1.69s","<0.01s","1.46s","4319","5 MB","162 MB","✓","Jan 16, 06:24 PM"
"T-Junction","GPU","196 420","64 987","1.69s","<0.01s","1.46s","4319","5 MB","357 MB","✓","Jan 16, 06:24 PM"
"T-Junction","GPU","393","102","77ms","<0.01s","53ms","167","0 MB","-","✓","Jan 16, 06:24 PM"
"T-Junction","GPU","393","102","75ms","<0.01s","53ms","167","0 MB","-","✓","Jan 16, 06:24 PM"
"T-Junction","GPU","393","102","76ms","<0.01s","53ms","167","0 MB","-","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","1 286 039","427 244","6.69s","<0.01s","5.85s","12 728","33 MB","2.94 GB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","1 286 039","427 244","6.69s","<0.01s","5.85s","12 737","33 MB","2.75 GB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","1 286 039","427 244","6.70s","<0.01s","5.86s","12 737","33 MB","1.11 GB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","765 441","254 034","4.19s","<0.01s","3.62s","9487","19 MB","633 MB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","765 441","254 034","4.24s","<0.01s","3.67s","9488","19 MB","1.93 GB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","765 441","254 034","4.21s","<0.01s","3.65s","9489","19 MB","633 MB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","196 078","64 787","1.81s","<0.01s","1.59s","4650","5 MB","299 MB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","196 078","64 787","1.82s","<0.01s","1.59s","4649","5 MB","161 MB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","196 078","64 787","1.82s","<0.01s","1.59s","4650","5 MB","356 MB","✓","Jan 16, 06:24 PM"
"S-Bend","GPU","387","222","73ms","<0.01s","50ms","157","0 MB","-","✓","Jan 16, 06:23 PM"
"S-Bend","GPU","387","222","72ms","<0.01s","50ms","157","0 MB","-","✓","Jan 16, 06:23 PM"
"S-Bend","GPU","387","222","76ms","<0.01s","50ms","157","0 MB","-","✓","Jan 16, 06:23 PM"
"Venturi","GPU","1 284 412","427 017","5.82s","<0.01s","4.61s","10 150","33 MB","1.11 GB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","1 284 412","427 017","5.78s","<0.01s","4.61s","10 151","33 MB","1.11 GB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","1 284 412","427 017","5.76s","<0.01s","4.60s","10 147","33 MB","3.25 GB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","763 707","253 704","3.82s","<0.01s","2.97s","7777","19 MB","1.30 GB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","763 707","253 704","3.75s","<0.01s","2.96s","7777","19 MB","1.93 GB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","763 707","253 704","3.82s","<0.01s","2.97s","7775","19 MB","1.30 GB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","194 325","64 334","1.74s","<0.01s","1.36s","4034","5 MB","160 MB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","194 325","64 334","1.72s","<0.01s","1.36s","4038","5 MB","160 MB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","194 325","64 334","1.68s","<0.01s","1.37s","4038","5 MB","160 MB","✓","Jan 16, 06:23 PM"
"Venturi","GPU","341","86","65ms","<0.01s","39ms","132","0 MB","-","✓","Jan 16, 06:23 PM"
"Venturi","GPU","341","86","69ms","<0.01s","42ms","132","0 MB","-","✓","Jan 16, 06:23 PM"
"Venturi","GPU","341","86","69ms","<0.01s","42ms","132","0 MB","-","✓","Jan 16, 06:23 PM"
"Y-Shaped","GPU","1 357 953","338 544","5.51s","<0.01s","4.35s","9871","31 MB","1.55 GB","✓","Jan 16, 06:23 PM"
"Y-Shaped","GPU","1 357 953","338 544","5.44s","<0.01s","4.36s","9871","31 MB","912 MB","✓","Jan 16, 06:23 PM"
"Y-Shaped","GPU","1 357 953","338 544","5.53s","<0.01s","4.36s","9871","31 MB","912 MB","✓","Jan 16, 06:23 PM"
"Y-Shaped","GPU","772 069","192 308","3.45s","<0.01s","2.68s","7508","18 MB","511 MB","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","772 069","192 308","3.54s","<0.01s","2.73s","7508","18 MB","1.49 GB","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","772 069","192 308","3.51s","<0.01s","2.69s","7508","18 MB","875 MB","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","195 853","48 607","1.58s","<0.01s","1.27s","3741","5 MB","129 MB","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","195 853","48 607","1.64s","<0.01s","1.27s","3741","5 MB","129 MB","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","195 853","48 607","1.58s","<0.01s","1.26s","3741","7 MB","129 MB","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","201","52","63ms","<0.01s","37ms","116","0 MB","-","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","201","52","61ms","<0.01s","37ms","116","0 MB","-","✓","Jan 16, 06:22 PM"
"Y-Shaped","GPU","201","52","71ms","<0.01s","37ms","116","0 MB","-","✓","Jan 16, 06:22 PM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","9.53s","3.38s","3.45s","8363","1.30 GB","517 MB","✓","Jan 16, 06:22 PM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","9.81s","3.53s","3.44s","8363","1.30 GB","517 MB","✓","Jan 16, 06:22 PM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","10.12s","3.85s","3.49s","8363","1.31 GB","517 MB","✓","Jan 16, 06:22 PM"
"Elbow 90°","Numba CUDA","623 153","206 435","7.11s","2.81s","2.29s","6332","505 MB","308 MB","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","623 153","206 435","6.96s","2.77s","2.27s","6332","506 MB","308 MB","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","623 153","206 435","7.16s","2.81s","2.28s","6332","508 MB","308 MB","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","2.29s","721ms","1.10s","3203","106 MB","80 MB","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","2.45s","744ms","1.10s","3203","93 MB","80 MB","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","2.32s","697ms","1.10s","3203","64 MB","80 MB","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","411","111","62ms","<0.01s","45ms","142","0 MB","-","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","411","111","55ms","<0.01s","45ms","142","0 MB","-","✓","Jan 16, 06:21 PM"
"Elbow 90°","Numba CUDA","411","111","53ms","<0.01s","46ms","142","0 MB","-","✓","Jan 16, 06:21 PM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","15.08s","5.80s","5.13s","10 878","1.81 GB","636 MB","✓","Jan 16, 06:21 PM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","15.12s","5.88s","5.18s","10 878","1.81 GB","636 MB","✓","Jan 16, 06:21 PM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","15.19s","5.78s","5.24s","10 878","1.81 GB","636 MB","✓","Jan 16, 06:21 PM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","9.77s","3.44s","3.49s","8544","946 MB","379 MB","✓","Jan 16, 06:20 PM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","9.31s","3.41s","3.31s","8544","947 MB","379 MB","✓","Jan 16, 06:20 PM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","9.34s","3.41s","3.29s","8544","949 MB","379 MB","✓","Jan 16, 06:20 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.93s","849ms","1.36s","3992","125 MB","97 MB","✓","Jan 16, 06:19 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.84s","881ms","1.36s","3992","81 MB","97 MB","✓","Jan 16, 06:19 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.81s","873ms","1.35s","3992","114 MB","97 MB","✓","Jan 16, 06:19 PM"
"Backward-Facing Step","Numba CUDA","287","82","56ms","<0.01s","44ms","137","0 MB","-","✓","Jan 16, 06:19 PM"
"Backward-Facing Step","Numba CUDA","287","82","57ms","<0.01s","44ms","137","0 MB","-","✓","Jan 16, 06:19 PM"
"Backward-Facing Step","Numba CUDA","287","82","58ms","<0.01s","44ms","137","0 MB","-","✓","Jan 16, 06:19 PM"
"T-Junction","Numba CUDA","1 291 289","429 176","15.25s","5.75s","5.54s","11 753","1.84 GB","639 MB","✓","Jan 16, 06:19 PM"
"T-Junction","Numba CUDA","1 291 289","429 176","15.67s","5.79s","5.61s","11 753","1.84 GB","639 MB","✓","Jan 16, 06:19 PM"
"T-Junction","Numba CUDA","1 291 289","429 176","15.74s","5.87s","5.56s","11 753","1.84 GB","639 MB","✓","Jan 16, 06:19 PM"
"T-Junction","Numba CUDA","768 898","255 333","9.72s","3.46s","3.65s","9208","968 MB","381 MB","✓","Jan 16, 06:18 PM"
"T-Junction","Numba CUDA","768 898","255 333","9.72s","3.41s","3.54s","9208","970 MB","381 MB","✓","Jan 16, 06:18 PM"
"T-Junction","Numba CUDA","768 898","255 333","9.68s","3.45s","3.57s","9208","972 MB","381 MB","✓","Jan 16, 06:18 PM"
"T-Junction","Numba CUDA","196 420","64 987","3.03s","863ms","1.46s","4319","118 MB","97 MB","✓","Jan 16, 06:17 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.96s","878ms","1.47s","4319","92 MB","97 MB","✓","Jan 16, 06:17 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.94s","873ms","1.46s","4319","120 MB","96 MB","✓","Jan 16, 06:17 PM"
"T-Junction","Numba CUDA","393","102","61ms","<0.01s","54ms","168","0 MB","-","✓","Jan 16, 06:17 PM"
"T-Junction","Numba CUDA","393","102","64ms","<0.01s","54ms","168","0 MB","-","✓","Jan 16, 06:17 PM"
"T-Junction","Numba CUDA","393","102","66ms","<0.01s","54ms","168","0 MB","-","✓","Jan 16, 06:17 PM"
"S-Bend","Numba CUDA","1 286 039","427 244","16.24s","5.79s","6.25s","13 263","1.84 GB","637 MB","✓","Jan 16, 06:17 PM"
"S-Bend","Numba CUDA","1 286 039","427 244","16.04s","5.78s","6.22s","13 263","1.85 GB","637 MB","✓","Jan 16, 06:17 PM"
"S-Bend","Numba CUDA","1 286 039","427 244","16.18s","5.75s","6.27s","13 263","1.85 GB","637 MB","✓","Jan 16, 06:17 PM"
"S-Bend","Numba CUDA","765 441","254 034","9.81s","3.44s","3.72s","9588","981 MB","379 MB","✓","Jan 16, 06:16 PM"
"S-Bend","Numba CUDA","765 441","254 034","9.55s","3.44s","3.68s","9588","984 MB","379 MB","✓","Jan 16, 06:16 PM"
"S-Bend","Numba CUDA","765 441","254 034","9.36s","3.42s","3.70s","9588","986 MB","379 MB","✓","Jan 16, 06:16 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.69s","611ms","1.58s","4650","127 MB","97 MB","✓","Jan 16, 06:15 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.68s","601ms","1.58s","4650","125 MB","97 MB","✓","Jan 16, 06:15 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.72s","615ms","1.60s","4650","127 MB","97 MB","✓","Jan 16, 06:15 PM"
"S-Bend","Numba CUDA","387","222","56ms","<0.01s","50ms","157","0 MB","-","✓","Jan 16, 06:15 PM"
"S-Bend","Numba CUDA","387","222","64ms","<0.01s","51ms","157","0 MB","-","✓","Jan 16, 06:15 PM"
"S-Bend","Numba CUDA","387","222","67ms","<0.01s","50ms","157","0 MB","-","✓","Jan 16, 06:15 PM"
"Venturi","Numba CUDA","1 284 412","427 017","12.97s","4.12s","4.93s","10 447","1.86 GB","636 MB","✓","Jan 16, 06:15 PM"
"Venturi","Numba CUDA","1 284 412","427 017","12.74s","4.28s","4.98s","10 447","1.87 GB","636 MB","✓","Jan 16, 06:15 PM"
"Venturi","Numba CUDA","1 284 412","427 017","13.71s","4.69s","5.00s","10 447","1.87 GB","636 MB","✓","Jan 16, 06:15 PM"
"Venturi","Numba CUDA","763 707","253 704","7.69s","2.45s","3.04s","7896","998 MB","378 MB","✓","Jan 16, 06:14 PM"
"Venturi","Numba CUDA","763 707","253 704","7.63s","2.40s","3.07s","7896","1000 MB","378 MB","✓","Jan 16, 06:14 PM"
"Venturi","Numba CUDA","763 707","253 704","7.61s","2.55s","3.04s","7896","1002 MB","378 MB","✓","Jan 16, 06:14 PM"
"Venturi","Numba CUDA","194 325","64 334","2.51s","619ms","1.37s","4044","112 MB","96 MB","✓","Jan 16, 06:14 PM"
"Venturi","Numba CUDA","194 325","64 334","2.60s","656ms","1.37s","4044","79 MB","96 MB","✓","Jan 16, 06:14 PM"
"Venturi","Numba CUDA","194 325","64 334","2.53s","736ms","1.37s","4044","126 MB","96 MB","✓","Jan 16, 06:14 PM"
"Venturi","Numba CUDA","341","86","55ms","<0.01s","42ms","132","0 MB","-","✓","Jan 16, 06:13 PM"
"Venturi","Numba CUDA","341","86","59ms","<0.01s","43ms","132","0 MB","-","✓","Jan 16, 06:13 PM"
"Venturi","Numba CUDA","341","86","50ms","<0.01s","42ms","132","0 MB","-","✓","Jan 16, 06:13 PM"
"Y-Shaped","Numba CUDA","1 357 953","338 544","14.53s","4.82s","4.65s","9871","1.53 GB","559 MB","✓","Jan 16, 06:13 PM"
"Y-Shaped","Numba CUDA","1 357 953","338 544","14.10s","4.78s","4.56s","9871","1.53 GB","559 MB","✓","Jan 16, 06:13 PM"
"Y-Shaped","Numba CUDA","1 357 953","338 544","14.37s","4.64s","4.54s","9871","1.54 GB","559 MB","✓","Jan 16, 06:13 PM"
"Y-Shaped","Numba CUDA","772 069","192 308","8.34s","2.63s","2.76s","7508","595 MB","318 MB","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","772 069","192 308","7.95s","2.75s","2.71s","7508","559 MB","318 MB","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","772 069","192 308","7.99s","2.75s","2.76s","7508","561 MB","312 MB","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","195 853","48 607","2.77s","710ms","1.27s","3741","95 MB","80 MB","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","195 853","48 607","2.70s","695ms","1.27s","3741","57 MB","80 MB","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","195 853","48 607","2.57s","676ms","1.27s","3741","58 MB","79 MB","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","201","52","53ms","<0.01s","37ms","115","0 MB","-","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","201","52","49ms","<0.01s","38ms","115","0 MB","-","✓","Jan 16, 06:12 PM"
"Y-Shaped","Numba CUDA","201","52","53ms","<0.01s","38ms","115","0 MB","-","✓","Jan 16, 06:12 PM"
"Elbow 90°","Numba","1 044 857","346 621","13m 24.7s","842ms","13m 21.2s","27 045","1.31 GB","-","✓","Jan 16, 06:12 PM"
"Elbow 90°","Numba","1 044 857","346 621","13m 13.0s","805ms","13m 9.8s","27 045","1.32 GB","-","✓","Jan 16, 06:12 PM"
"Elbow 90°","Numba","1 044 857","346 621","13m 22.6s","895ms","13m 19.1s","27 045","1.32 GB","-","✓","Jan 16, 06:12 PM"
"Elbow 90°","Numba","623 153","206 435","3m 38.2s","540ms","3m 35.7s","12 497","662 MB","-","✓","Jan 16, 05:18 PM"
"Elbow 90°","Numba","623 153","206 435","3m 34.0s","523ms","3m 31.9s","12 497","551 MB","-","✓","Jan 16, 05:18 PM"
"Elbow 90°","Numba","623 153","206 435","3m 35.2s","529ms","3m 32.8s","12 497","553 MB","-","✓","Jan 16, 05:18 PM"
"Elbow 90°","Numba","161 984","53 344","19.74s","138ms","19.16s","4661","100 MB","-","✓","Jan 16, 05:04 PM"
"Elbow 90°","Numba","161 984","53 344","20.35s","139ms","19.80s","4661","100 MB","-","✓","Jan 16, 05:04 PM"
"Elbow 90°","Numba","161 984","53 344","21.33s","143ms","20.78s","4661","100 MB","-","✓","Jan 16, 05:04 PM"
"Elbow 90°","Numba","411","111","<0.01s","<0.01s","<0.01s","141","0 MB","-","✓","Jan 16, 05:02 PM"
"Elbow 90°","Numba","411","111","<0.01s","<0.01s","<0.01s","141","0 MB","-","✓","Jan 16, 05:02 PM"
"Elbow 90°","Numba","411","111","<0.01s","<0.01s","<0.01s","141","0 MB","-","✓","Jan 16, 05:02 PM"
"Backward-Facing Step","Numba","1 283 215","426 686","9m 58.5s","1.11s","9m 53.7s","16 202","1.78 GB","-","✓","Jan 16, 05:02 PM"
"Backward-Facing Step","Numba","1 283 215","426 686","9m 57.1s","1.12s","9m 52.5s","16 202","1.78 GB","-","✓","Jan 16, 05:02 PM"
"Backward-Facing Step","Numba","1 283 215","426 686","9m 56.0s","1.09s","9m 51.3s","16 202","1.79 GB","-","✓","Jan 16, 05:02 PM"
"Backward-Facing Step","Numba","766 088","254 551","8m 58.9s","663ms","8m 56.3s","24 749","973 MB","-","✓","Jan 16, 04:23 PM"
"Backward-Facing Step","Numba","766 088","254 551","8m 56.9s","669ms","8m 54.5s","24 749","975 MB","-","✓","Jan 16, 04:23 PM"
"Backward-Facing Step","Numba","766 088","254 551","8m 51.2s","652ms","8m 48.4s","24 749","978 MB","-","✓","Jan 16, 04:23 PM"
"Backward-Facing Step","Numba","195 362","64 713","23.06s","119ms","22.35s","4201","96 MB","-","✓","Jan 16, 03:47 PM"
"Backward-Facing Step","Numba","195 362","64 713","21.53s","133ms","20.86s","4201","121 MB","-","✓","Jan 16, 03:47 PM"
"Backward-Facing Step","Numba","195 362","64 713","21.30s","122ms","20.64s","4201","96 MB","-","✓","Jan 16, 03:47 PM"
"Backward-Facing Step","Numba","287","82","<0.01s","<0.01s","<0.01s","137","0 MB","-","✓","Jan 16, 03:45 PM"
"Backward-Facing Step","Numba","287","82","<0.01s","<0.01s","<0.01s","137","0 MB","-","✓","Jan 16, 03:45 PM"
"Backward-Facing Step","Numba","287","82","<0.01s","<0.01s","<0.01s","137","0 MB","-","✓","Jan 16, 03:45 PM"
"T-Junction","Numba","1 291 289","429 176","16m 25.6s","1.12s","16m 20.8s","26 786","1.82 GB","-","✓","Jan 16, 03:45 PM"
"T-Junction","Numba","1 291 289","429 176","16m 22.1s","861ms","16m 18.3s","26 786","1.82 GB","-","✓","Jan 16, 03:45 PM"
"T-Junction","Numba","1 291 289","429 176","16m 25.0s","1.14s","16m 20.9s","26 786","1.82 GB","-","✓","Jan 16, 03:45 PM"
"T-Junction","Numba","768 898","255 333","23m 33.5s","633ms","23m 30.8s","65 125","1000 MB","-","✓","Jan 16, 02:40 PM"
"T-Junction","Numba","768 898","255 333","23m 27.2s","670ms","23m 24.6s","65 125","1003 MB","-","✓","Jan 16, 02:40 PM"
"T-Junction","Numba","768 898","255 333","23m 25.3s","661ms","23m 22.6s","65 125","1006 MB","-","✓","Jan 16, 02:40 PM"
"T-Junction","Numba","196 420","64 987","21.80s","123ms","21.10s","4319","100 MB","-","✓","Jan 16, 01:06 PM"
"T-Junction","Numba","196 420","64 987","23.15s","121ms","22.46s","4319","98 MB","-","✓","Jan 16, 01:06 PM"
"T-Junction","Numba","196 420","64 987","23.60s","127ms","22.98s","4319","122 MB","-","✓","Jan 16, 01:06 PM"
"T-Junction","Numba","393","102","<0.01s","<0.01s","<0.01s","168","0 MB","-","✓","Jan 16, 01:04 PM"
"T-Junction","Numba","393","102","<0.01s","<0.01s","<0.01s","168","0 MB","-","✓","Jan 16, 01:04 PM"
"T-Junction","Numba","393","102","<0.01s","<0.01s","<0.01s","168","0 MB","-","✓","Jan 16, 01:04 PM"
"S-Bend","Numba","1 286 039","427 244","59m 7.7s","1.01s","59m 3.5s","98 374","1.83 GB","-","✓","Jan 16, 01:04 PM"
"S-Bend","Numba","1 286 039","427 244","58m 5.9s","1.12s","58m 1.4s","98 374","1.83 GB","-","✓","Jan 16, 01:04 PM"
"S-Bend","Numba","1 286 039","427 244","59m 5.2s","1.10s","59m 1.0s","98 374","1.83 GB","-","✓","Jan 16, 01:04 PM"
"S-Bend","Numba","765 441","254 034","6m 42.0s","651ms","6m 39.0s","18 687","1015 MB","-","✓","Jan 16, 09:09 AM"
"S-Bend","Numba","765 441","254 034","6m 42.2s","699ms","6m 39.6s","18 687","1019 MB","-","✓","Jan 16, 09:09 AM"
"S-Bend","Numba","765 441","254 034","6m 35.5s","663ms","6m 32.8s","18 687","1022 MB","-","✓","Jan 16, 09:09 AM"
"S-Bend","Numba","196 078","64 787","27.52s","170ms","26.80s","5030","121 MB","-","✓","Jan 16, 08:42 AM"
"S-Bend","Numba","196 078","64 787","25.45s","124ms","24.77s","5030","121 MB","-","✓","Jan 16, 08:42 AM"
"S-Bend","Numba","196 078","64 787","25.17s","128ms","24.46s","5030","121 MB","-","✓","Jan 16, 08:42 AM"
"S-Bend","Numba","387","222","<0.01s","<0.01s","<0.01s","157","0 MB","-","✓","Jan 16, 08:40 AM"
"S-Bend","Numba","387","222","<0.01s","<0.01s","<0.01s","157","0 MB","-","✓","Jan 16, 08:40 AM"
"S-Bend","Numba","387","222","<0.01s","<0.01s","<0.01s","157","0 MB","-","✓","Jan 16, 08:40 AM"
"Venturi","Numba","1 284 412","427 017","15m 42.6s","1.12s","15m 37.7s","25 876","1.85 GB","-","✓","Jan 16, 08:40 AM"
"Venturi","Numba","1 284 412","427 017","15m 41.6s","1.12s","15m 36.5s","25 876","1.85 GB","-","✓","Jan 16, 08:40 AM"
"Venturi","Numba","1 284 412","427 017","15m 39.7s","1.12s","15m 34.6s","25 876","1.85 GB","-","✓","Jan 16, 08:40 AM"
"Venturi","Numba","763 707","253 704","5m 48.7s","637ms","5m 45.9s","16 124","1.01 GB","-","✓","Jan 16, 07:38 AM"
"Venturi","Numba","763 707","253 704","5m 51.3s","684ms","5m 48.7s","16 124","948 MB","-","✓","Jan 16, 07:38 AM"
"Venturi","Numba","763 707","253 704","5m 47.7s","642ms","5m 45.1s","16 124","1.02 GB","-","✓","Jan 16, 07:38 AM"
"Venturi","Numba","194 325","64 334","21.60s","121ms","20.91s","4370","95 MB","-","✓","Jan 16, 07:14 AM"
"Venturi","Numba","194 325","64 334","21.49s","119ms","20.82s","4370","95 MB","-","✓","Jan 16, 07:14 AM"
"Venturi","Numba","194 325","64 334","21.91s","126ms","21.23s","4370","120 MB","-","✓","Jan 16, 07:14 AM"
"Venturi","Numba","341","86","<0.01s","<0.01s","<0.01s","133","0 MB","-","✓","Jan 16, 07:13 AM"
"Venturi","Numba","341","86","<0.01s","<0.01s","<0.01s","133","0 MB","-","✓","Jan 16, 07:13 AM"
"Venturi","Numba","341","86","<0.01s","<0.01s","<0.01s","133","0 MB","-","✓","Jan 16, 07:13 AM"
"Y-Shaped","Numba","1 357 953","338 544","6m 20.2s","1.06s","6m 14.6s","9871","1.56 GB","-","✓","Jan 16, 07:13 AM"
"Y-Shaped","Numba","1 357 953","338 544","6m 15.6s","925ms","6m 11.6s","9871","1.44 GB","-","✓","Jan 16, 07:13 AM"
