"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"T-Junction","Threaded","393","102","20ms","11ms","<0.01s","168","0 MB","-","✓","Jan 6, 04:26 PM"
"T-Junction","Threaded","393","102","20ms","10ms","<0.01s","168","0 MB","-","✓","Jan 6, 04:26 PM"
"T-Junction","Threaded","393","102","19ms","10ms","<0.01s","168","-","-","✓","Jan 6, 04:26 PM"
"S-Bend","Threaded","1 286 039","427 244","7m 40.6s","40.75s","6m 39.1s","12 736","2.12 GB","-","✓","Jan 6, 04:26 PM"
"S-Bend","Threaded","1 286 039","427 244","7m 51.2s","43.71s","6m 46.4s","12 729","2.26 GB","-","✓","Jan 6, 04:26 PM"
"S-Bend","Threaded","1 286 039","427 244","7m 49.8s","40.82s","6m 46.5s","12 732","2.27 GB","-","✓","Jan 6, 04:26 PM"
"S-Bend","Threaded","765 441","254 034","3m 16.1s","24.90s","2m 38.8s","9483","1.18 GB","-","✓","Jan 6, 03:55 PM"
"S-Bend","Threaded","765 441","254 034","3m 16.6s","24.91s","2m 38.6s","9485","1.18 GB","-","✓","Jan 6, 03:55 PM"
"S-Bend","Threaded","765 441","254 034","3m 15.4s","24.31s","2m 38.5s","9486","1.18 GB","-","✓","Jan 6, 03:55 PM"
"S-Bend","Threaded","196 078","64 787","26.97s","6.11s","17.76s","4652","121 MB","-","✓","Jan 6, 03:42 PM"
"S-Bend","Threaded","196 078","64 787","26.99s","6.13s","17.78s","4653","155 MB","-","✓","Jan 6, 03:42 PM"
"S-Bend","Threaded","196 078","64 787","27.01s","6.12s","17.75s","4650","157 MB","-","✓","Jan 6, 03:42 PM"
"S-Bend","Threaded","387","222","16ms","<0.01s","<0.01s","156","0 MB","-","✓","Jan 6, 03:40 PM"
"S-Bend","Threaded","387","222","16ms","<0.01s","<0.01s","156","0 MB","-","✓","Jan 6, 03:40 PM"
"S-Bend","Threaded","387","222","15ms","<0.01s","<0.01s","156","0 MB","-","✓","Jan 6, 03:40 PM"
"Venturi","Threaded","1 284 412","427 017","6m 20.4s","40.41s","5m 18.6s","10 154","2.29 GB","-","✓","Jan 6, 03:40 PM"
"Venturi","Threaded","1 284 412","427 017","6m 17.9s","41.00s","5m 15.9s","10 153","2.29 GB","-","✓","Jan 6, 03:40 PM"
"Venturi","Threaded","1 284 412","427 017","6m 18.2s","40.76s","5m 16.4s","10 152","2.20 GB","-","✓","Jan 6, 03:40 PM"
"Venturi","Threaded","763 707","253 704","2m 48.3s","24.30s","2m 11.4s","7782","1.27 GB","-","✓","Jan 6, 03:15 PM"
"Venturi","Threaded","763 707","253 704","2m 48.0s","24.16s","2m 11.3s","7782","1.28 GB","-","✓","Jan 6, 03:15 PM"
"Venturi","Threaded","763 707","253 704","2m 48.8s","24.86s","2m 11.3s","7779","1.28 GB","-","✓","Jan 6, 03:15 PM"
"Venturi","Threaded","194 325","64 334","24.85s","6.07s","15.44s","4040","191 MB","-","✓","Jan 6, 03:04 PM"
"Venturi","Threaded","194 325","64 334","24.58s","6.05s","15.42s","4044","192 MB","-","✓","Jan 6, 03:04 PM"
"Venturi","Threaded","194 325","64 334","24.57s","6.04s","15.42s","4043","178 MB","-","✓","Jan 6, 03:04 PM"
"Venturi","Threaded","341","86","15ms","<0.01s","<0.01s","133","0 MB","-","✓","Jan 6, 03:02 PM"
"Venturi","Threaded","341","86","15ms","<0.01s","<0.01s","133","0 MB","-","✓","Jan 6, 03:02 PM"
"Venturi","Threaded","341","86","17ms","<0.01s","<0.01s","133","0 MB","-","✓","Jan 6, 03:02 PM"
"Y-Shaped","Threaded","1 357 953","338 544","6m 16.3s","33.59s","5m 24.7s","9871","1.71 GB","-","✓","Jan 6, 03:02 PM"
"Y-Shaped","Threaded","1 357 953","338 544","6m 17.5s","32.41s","5m 26.6s","9871","1.72 GB","-","✓","Jan 6, 03:02 PM"
"Y-Shaped","Threaded","1 357 953","338 544","6m 15.8s","32.20s","5m 25.7s","9871","1.84 GB","-","✓","Jan 6, 03:02 PM"
"Y-Shaped","Threaded","772 069","192 308","2m 33.4s","18.36s","2m 5.0s","7508","899 MB","-","✓","Jan 6, 02:37 PM"
"Y-Shaped","Threaded","772 069","192 308","2m 33.7s","18.29s","2m 5.3s","7508","903 MB","-","✓","Jan 6, 02:37 PM"
"Y-Shaped","Threaded","772 069","192 308","2m 33.6s","18.41s","2m 5.1s","7508","903 MB","-","✓","Jan 6, 02:37 PM"
"Y-Shaped","Threaded","195 853","48 607","20.38s","4.60s","13.31s","3741","147 MB","-","✓","Jan 6, 02:27 PM"
"Y-Shaped","Threaded","195 853","48 607","20.63s","4.81s","13.32s","3741","146 MB","-","✓","Jan 6, 02:27 PM"
"Y-Shaped","Threaded","195 853","48 607","20.54s","4.66s","13.28s","3741","147 MB","-","✓","Jan 6, 02:27 PM"
"Y-Shaped","Threaded","201","52","11ms","<0.01s","<0.01s","115","0 MB","-","✓","Jan 6, 02:26 PM"
"Y-Shaped","Threaded","201","52","11ms","<0.01s","<0.01s","115","0 MB","-","✓","Jan 6, 02:26 PM"
"Y-Shaped","Threaded","201","52","11ms","<0.01s","<0.01s","115","0 MB","-","✓","Jan 6, 02:26 PM"
"Elbow 90°","CPU","1 044 857","346 621","12m 3.3s","1m 27.1s","10m 11.3s","24 724","1.52 GB","-","✓","Jan 6, 02:26 PM"
"Elbow 90°","CPU","1 044 857","346 621","12m 10.3s","1m 28.5s","10m 17.2s","24 724","1.52 GB","-","✓","Jan 6, 02:26 PM"
"Elbow 90°","CPU","1 044 857","346 621","11m 59.8s","1m 28.1s","10m 6.7s","24 724","1.54 GB","-","✓","Jan 6, 02:26 PM"
"Elbow 90°","CPU","623 153","206 435","3m 55.2s","52.68s","2m 47.6s","12 237","899 MB","-","✓","Jan 6, 01:37 PM"
"Elbow 90°","CPU","623 153","206 435","3m 55.0s","52.87s","2m 47.2s","12 237","910 MB","-","✓","Jan 6, 01:37 PM"
"Elbow 90°","CPU","623 153","206 435","3m 54.3s","53.09s","2m 46.2s","12 237","911 MB","-","✓","Jan 6, 01:37 PM"
"Elbow 90°","CPU","161 984","53 344","32.68s","13.43s","15.44s","4721","183 MB","-","✓","Jan 6, 01:22 PM"
"Elbow 90°","CPU","161 984","53 344","32.73s","13.44s","15.49s","4721","152 MB","-","✓","Jan 6, 01:22 PM"
"Elbow 90°","CPU","161 984","53 344","33.00s","13.58s","15.63s","4721","150 MB","-","✓","Jan 6, 01:22 PM"
"Elbow 90°","CPU","411","111","38ms","27ms","<0.01s","141","0 MB","-","✓","Jan 6, 01:20 PM"
"Elbow 90°","CPU","411","111","39ms","27ms","<0.01s","141","-","-","✓","Jan 6, 01:20 PM"
"Elbow 90°","CPU","411","111","39ms","27ms","<0.01s","141","0 MB","-","✓","Jan 6, 01:20 PM"
"Backward-Facing Step","CPU","1 283 215","426 686","10m 26.3s","1m 48.8s","8m 7.1s","15 321","1.93 GB","-","✓","Jan 6, 01:20 PM"
"Backward-Facing Step","CPU","1 283 215","426 686","10m 22.7s","1m 48.9s","8m 2.6s","15 321","1.94 GB","-","✓","Jan 6, 01:20 PM"
"Backward-Facing Step","CPU","1 283 215","426 686","10m 21.7s","1m 49.1s","8m 1.6s","15 321","1.94 GB","-","✓","Jan 6, 01:20 PM"
"Backward-Facing Step","CPU","766 088","254 551","8m 11.4s","1m 5.0s","6m 48.1s","23 700","1.13 GB","-","✓","Jan 6, 12:38 PM"
"Backward-Facing Step","CPU","766 088","254 551","8m 12.5s","1m 5.1s","6m 49.1s","23 700","1.13 GB","-","✓","Jan 6, 12:38 PM"
"Backward-Facing Step","CPU","766 088","254 551","8m 12.3s","1m 5.3s","6m 48.6s","23 700","1.14 GB","-","✓","Jan 6, 12:38 PM"
"Backward-Facing Step","CPU","195 362","64 713","37.98s","16.41s","16.97s","4226","265 MB","-","✓","Jan 6, 12:05 PM"
"Backward-Facing Step","CPU","195 362","64 713","38.18s","16.49s","17.02s","4226","233 MB","-","✓","Jan 6, 12:05 PM"
"Backward-Facing Step","CPU","195 362","64 713","37.93s","16.53s","16.79s","4226","242 MB","-","✓","Jan 6, 12:05 PM"
"Backward-Facing Step","CPU","287","82","29ms","20ms","<0.01s","137","0 MB","-","✓","Jan 6, 12:03 PM"
"Backward-Facing Step","CPU","287","82","30ms","21ms","<0.01s","137","0 MB","-","✓","Jan 6, 12:03 PM"
"Backward-Facing Step","CPU","287","82","31ms","21ms","<0.01s","137","-","-","✓","Jan 6, 12:03 PM"
"T-Junction","CPU","1 291 289","429 176","16m 42.5s","1m 50.6s","14m 20.4s","27 001","1.99 GB","-","✓","Jan 6, 12:03 PM"
"T-Junction","CPU","1 291 289","429 176","16m 42.4s","1m 50.3s","14m 20.7s","27 001","2.00 GB","-","✓","Jan 6, 12:03 PM"
"T-Junction","CPU","1 291 289","429 176","16m 50.2s","1m 48.1s","14m 31.0s","27 001","2.01 GB","-","✓","Jan 6, 12:03 PM"
"T-Junction","CPU","768 898","255 333","21m 39.8s","1m 1.9s","20m 20.4s","76 139","1.14 GB","-","✓","Jan 6, 06:39 AM"
"T-Junction","CPU","768 898","255 333","21m 41.2s","1m 1.8s","20m 21.8s","76 139","1.15 GB","-","✓","Jan 6, 06:39 AM"
"T-Junction","CPU","768 898","255 333","21m 42.2s","1m 1.5s","20m 23.4s","76 139","1.16 GB","-","✓","Jan 6, 06:39 AM"
"T-Junction","CPU","196 420","64 987","36.26s","15.79s","15.82s","4319","273 MB","-","✓","Jan 6, 05:12 AM"
"T-Junction","CPU","196 420","64 987","35.98s","15.69s","15.86s","4319","256 MB","-","✓","Jan 6, 05:12 AM"
"T-Junction","CPU","196 420","64 987","35.92s","15.67s","15.80s","4319","247 MB","-","✓","Jan 6, 05:12 AM"
"T-Junction","CPU","393","102","39ms","27ms","<0.01s","168","0 MB","-","✓","Jan 6, 05:10 AM"
"T-Junction","CPU","393","102","39ms","27ms","<0.01s","168","0 MB","-","✓","Jan 6, 05:10 AM"
"T-Junction","CPU","393","102","38ms","27ms","<0.01s","168","0 MB","-","✓","Jan 6, 05:10 AM"
"S-Bend","CPU","1 286 039","427 244","45m 9.4s","1m 43.5s","42m 56.5s","91 758","1.99 GB","-","✓","Jan 6, 05:10 AM"
"S-Bend","CPU","1 286 039","427 244","45m 8.1s","1m 42.8s","42m 56.3s","91 758","2.00 GB","-","✓","Jan 6, 05:10 AM"
"S-Bend","CPU","1 286 039","427 244","45m 13.1s","1m 43.4s","42m 60.0s","91 758","2.01 GB","-","✓","Jan 6, 05:10 AM"
"S-Bend","CPU","765 441","254 034","6m 18.8s","1m 2.0s","4m 59.1s","18 874","1.12 GB","-","✓","Jan 6, 01:13 AM"
"S-Bend","CPU","765 441","254 034","6m 18.6s","1m 1.8s","4m 59.2s","18 874","1.13 GB","-","✓","Jan 6, 01:13 AM"
"S-Bend","CPU","765 441","254 034","6m 18.7s","1m 1.8s","4m 59.1s","18 874","1.14 GB","-","✓","Jan 6, 01:13 AM"
"S-Bend","CPU","196 078","64 787","38.90s","15.80s","18.59s","5061","220 MB","-","✓","Jan 6, 12:48 AM"
"S-Bend","CPU","196 078","64 787","38.76s","15.72s","18.57s","5061","221 MB","-","✓","Jan 6, 12:48 AM"
"S-Bend","CPU","196 078","64 787","38.67s","15.70s","18.51s","5061","225 MB","-","✓","Jan 6, 12:48 AM"
"S-Bend","CPU","387","222","31ms","21ms","<0.01s","156","0 MB","-","✓","Jan 6, 12:45 AM"
"S-Bend","CPU","387","222","30ms","20ms","<0.01s","156","0 MB","-","✓","Jan 6, 12:45 AM"
"S-Bend","CPU","387","222","31ms","21ms","<0.01s","156","0 MB","-","✓","Jan 6, 12:45 AM"
"Venturi","CPU","1 284 412","427 017","14m 45.4s","1m 43.8s","12m 32.0s","26 333","1.96 GB","-","✓","Jan 6, 12:45 AM"
"Venturi","CPU","1 284 412","427 017","14m 45.1s","1m 43.8s","12m 31.4s","26 333","1.96 GB","-","✓","Jan 6, 12:45 AM"
"Venturi","CPU","1 284 412","427 017","14m 49.6s","1m 43.9s","12m 36.1s","26 333","1.97 GB","-","✓","Jan 6, 12:45 AM"
"Venturi","CPU","763 707","253 704","5m 36.7s","1m 1.6s","4m 17.4s","16 093","1.17 GB","-","✓","Jan 5, 11:46 PM"
"Venturi","CPU","763 707","253 704","5m 36.6s","1m 1.6s","4m 17.7s","16 093","1.18 GB","-","✓","Jan 5, 11:46 PM"
"Venturi","CPU","763 707","253 704","5m 36.7s","1m 1.2s","4m 18.1s","16 093","1.18 GB","-","✓","Jan 5, 11:46 PM"
"Venturi","CPU","194 325","64 334","35.94s","15.71s","15.77s","4358","239 MB","-","✓","Jan 5, 10:39 PM"
"Venturi","CPU","194 325","64 334","35.87s","15.65s","15.87s","4358","203 MB","-","✓","Jan 5, 10:39 PM"
"Venturi","CPU","194 325","64 334","36.00s","15.58s","15.98s","4358","211 MB","-","✓","Jan 5, 10:39 PM"
"Venturi","CPU","341","86","33ms","23ms","<0.01s","133","0 MB","-","✓","Jan 5, 10:37 PM"
"Venturi","CPU","341","86","32ms","21ms","<0.01s","133","0 MB","-","✓","Jan 5, 10:37 PM"
"Venturi","CPU","341","86","32ms","22ms","<0.01s","133","0 MB","-","✓","Jan 5, 10:37 PM"
"Y-Shaped","CPU","1 357 953","338 544","6m 42.5s","1m 23.0s","4m 55.5s","9871","1.66 GB","-","✓","Jan 5, 10:37 PM"
"Y-Shaped","CPU","1 357 953","338 544","6m 43.9s","1m 23.6s","4m 56.6s","9871","1.66 GB","-","✓","Jan 5, 10:37 PM"
"Y-Shaped","CPU","1 357 953","338 544","6m 42.1s","1m 22.9s","4m 55.4s","9871","1.67 GB","-","✓","Jan 5, 10:37 PM"
"Y-Shaped","CPU","772 069","192 308","3m 0.0s","47.10s","1m 59.3s","7508","947 MB","-","✓","Jan 5, 10:10 PM"
"Y-Shaped","CPU","772 069","192 308","3m 4.6s","47.13s","2m 3.8s","7508","954 MB","-","✓","Jan 5, 10:10 PM"
"Y-Shaped","CPU","772 069","192 308","3m 3.4s","48.01s","2m 1.8s","7508","964 MB","-","✓","Jan 5, 10:10 PM"
"Y-Shaped","CPU","195 853","48 607","27.96s","11.88s","12.62s","3741","201 MB","-","✓","Jan 5, 09:58 PM"
"Y-Shaped","CPU","195 853","48 607","28.09s","11.97s","12.71s","3741","215 MB","-","✓","Jan 5, 09:58 PM"
"Y-Shaped","CPU","195 853","48 607","28.00s","11.88s","12.75s","3741","221 MB","-","✓","Jan 5, 09:58 PM"
"Y-Shaped","CPU","201","52","20ms","13ms","<0.01s","115","0 MB","-","✓","Jan 5, 09:56 PM"
"Y-Shaped","CPU","201","52","19ms","12ms","<0.01s","115","0 MB","-","✓","Jan 5, 09:56 PM"
"Y-Shaped","CPU","201","52","19ms","13ms","<0.01s","115","0 MB","-","✓","Jan 5, 09:56 PM"
