"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"Y-Shaped","CPU","1 357 953","338 544","6m 42.2s","1m 19.3s","5m 1.6s","9871","1.66 GB","-","✓","Jan 5, 10:12 PM"
"Y-Shaped","CPU","1 357 953","338 544","7m 2.2s","1m 21.6s","5m 18.3s","9871","1.66 GB","-","✓","Jan 5, 10:12 PM"
"Y-Shaped","CPU","1 357 953","338 544","6m 55.8s","1m 20.3s","5m 12.7s","9871","1.55 GB","-","✓","Jan 5, 10:12 PM"
"Y-Shaped","CPU","772 069","192 308","2m 50.6s","45.18s","1m 52.5s","7508","952 MB","-","✓","Jan 5, 09:43 PM"
"Y-Shaped","CPU","772 069","192 308","2m 50.7s","45.32s","1m 52.4s","7508","959 MB","-","✓","Jan 5, 09:43 PM"
"Y-Shaped","CPU","772 069","192 308","2m 49.9s","44.82s","1m 51.9s","7508","968 MB","-","✓","Jan 5, 09:43 PM"
"Y-Shaped","CPU","195 853","48 607","25.58s","11.28s","11.12s","3741","192 MB","-","✓","Jan 5, 09:31 PM"
"Y-Shaped","CPU","195 853","48 607","24.62s","11.35s","10.09s","3741","206 MB","-","✓","Jan 5, 09:31 PM"
"Y-Shaped","CPU","195 853","48 607","24.94s","11.01s","10.61s","3741","205 MB","-","✓","Jan 5, 09:31 PM"
"Y-Shaped","CPU","201","52","19ms","12ms","<0.01s","115","-","-","✓","Jan 5, 09:29 PM"
"Y-Shaped","CPU","201","52","17ms","11ms","<0.01s","115","-","-","✓","Jan 5, 09:29 PM"
"Y-Shaped","CPU","201","52","20ms","12ms","<0.01s","115","-","-","✓","Jan 5, 09:29 PM"
